Short_Name	Full_Name
B16004e10	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other Indo-European languages: Speak English ""very well"": Population 5 years and over -- (Estimate)"
B16004m10	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other Indo-European languages: Speak English ""very well"": Population 5 years and over -- (Margin of Error)"
B16004e11	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other Indo-European languages: Speak English ""well"": Population 5 years and over -- (Estimate)"
B16004m11	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other Indo-European languages: Speak English ""well"": Population 5 years and over -- (Margin of Error)"
B16004e12	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other Indo-European languages: Speak English ""not well"": Population 5 years and over -- (Estimate)"
B16004m12	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other Indo-European languages: Speak English ""not well"": Population 5 years and over -- (Margin of Error)"
B16004e13	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other Indo-European languages: Speak English ""not at all"": Population 5 years and over -- (Estimate)"
B16004m13	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other Indo-European languages: Speak English ""not at all"": Population 5 years and over -- (Margin of Error)"
B16004e14	AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Asian and Pacific Island languages: Population 5 years and over -- (Estimate)
B16004m14	AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Asian and Pacific Island languages: Population 5 years and over -- (Margin of Error)
B16004e15	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Asian and Pacific Island languages: Speak English ""very well"": Population 5 years and over -- (Estimate)"
B16004m15	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Asian and Pacific Island languages: Speak English ""very well"": Population 5 years and over -- (Margin of Error)"
B16004e16	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Asian and Pacific Island languages: Speak English ""well"": Population 5 years and over -- (Estimate)"
B16004m16	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Asian and Pacific Island languages: Speak English ""well"": Population 5 years and over -- (Margin of Error)"
B16004e17	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Asian and Pacific Island languages: Speak English ""not well"": Population 5 years and over -- (Estimate)"
B16004m17	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Asian and Pacific Island languages: Speak English ""not well"": Population 5 years and over -- (Margin of Error)"
B16004e18	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Asian and Pacific Island languages: Speak English ""not at all"": Population 5 years and over -- (Estimate)"
B16004m18	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Asian and Pacific Island languages: Speak English ""not at all"": Population 5 years and over -- (Margin of Error)"
B16004e19	AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other languages: Population 5 years and over -- (Estimate)
B16004m19	AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other languages: Population 5 years and over -- (Margin of Error)
B16004e20	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other languages: Speak English ""very well"": Population 5 years and over -- (Estimate)"
B16004m20	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other languages: Speak English ""very well"": Population 5 years and over -- (Margin of Error)"
B16004e21	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other languages: Speak English ""well"": Population 5 years and over -- (Estimate)"
B16004m21	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other languages: Speak English ""well"": Population 5 years and over -- (Margin of Error)"
B16004e22	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other languages: Speak English ""not well"": Population 5 years and over -- (Estimate)"
B16004m22	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other languages: Speak English ""not well"": Population 5 years and over -- (Margin of Error)"
B16004e23	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other languages: Speak English ""not at all"": Population 5 years and over -- (Estimate)"
B16004m23	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other languages: Speak English ""not at all"": Population 5 years and over -- (Margin of Error)"
B16004e24	AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Population 5 years and over -- (Estimate)
B16004m24	AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Population 5 years and over -- (Margin of Error)
B16004e25	AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak only English: Population 5 years and over -- (Estimate)
B16004m25	AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak only English: Population 5 years and over -- (Margin of Error)
B16004e26	AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Spanish: Population 5 years and over -- (Estimate)
B16004m26	AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Spanish: Population 5 years and over -- (Margin of Error)
B16004e27	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Spanish: Speak English ""very well"": Population 5 years and over -- (Estimate)"
B16004m27	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Spanish: Speak English ""very well"": Population 5 years and over -- (Margin of Error)"
B16004e28	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Spanish: Speak English ""well"": Population 5 years and over -- (Estimate)"
B16004m28	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Spanish: Speak English ""well"": Population 5 years and over -- (Margin of Error)"
B16004e29	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Spanish: Speak English ""not well"": Population 5 years and over -- (Estimate)"
B16004m29	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Spanish: Speak English ""not well"": Population 5 years and over -- (Margin of Error)"
B16004e30	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Spanish: Speak English ""not at all"": Population 5 years and over -- (Estimate)"
B16004m30	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Spanish: Speak English ""not at all"": Population 5 years and over -- (Margin of Error)"
B16004e31	AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other Indo-European languages: Population 5 years and over -- (Estimate)
B16004m31	AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other Indo-European languages: Population 5 years and over -- (Margin of Error)
B16004e32	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other Indo-European languages: Speak English ""very well"": Population 5 years and over -- (Estimate)"
B16004m32	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other Indo-European languages: Speak English ""very well"": Population 5 years and over -- (Margin of Error)"
B16004e33	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other Indo-European languages: Speak English ""well"": Population 5 years and over -- (Estimate)"
B16004m33	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other Indo-European languages: Speak English ""well"": Population 5 years and over -- (Margin of Error)"
B16004e34	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other Indo-European languages: Speak English ""not well"": Population 5 years and over -- (Estimate)"
B16004m34	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other Indo-European languages: Speak English ""not well"": Population 5 years and over -- (Margin of Error)"
B16004e35	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other Indo-European languages: Speak English ""not at all"": Population 5 years and over -- (Estimate)"
B16004m35	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other Indo-European languages: Speak English ""not at all"": Population 5 years and over -- (Margin of Error)"
B16004e36	AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Asian and Pacific Island languages: Population 5 years and over -- (Estimate)
B16004m36	AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Asian and Pacific Island languages: Population 5 years and over -- (Margin of Error)
B16004e37	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Asian and Pacific Island languages: Speak English ""very well"": Population 5 years and over -- (Estimate)"
B16004m37	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Asian and Pacific Island languages: Speak English ""very well"": Population 5 years and over -- (Margin of Error)"
B16004e38	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Asian and Pacific Island languages: Speak English ""well"": Population 5 years and over -- (Estimate)"
B16004m38	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Asian and Pacific Island languages: Speak English ""well"": Population 5 years and over -- (Margin of Error)"
B16004e39	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Asian and Pacific Island languages: Speak English ""not well"": Population 5 years and over -- (Estimate)"
B16004m39	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Asian and Pacific Island languages: Speak English ""not well"": Population 5 years and over -- (Margin of Error)"
B16004e40	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Asian and Pacific Island languages: Speak English ""not at all"": Population 5 years and over -- (Estimate)"
B16004m40	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Asian and Pacific Island languages: Speak English ""not at all"": Population 5 years and over -- (Margin of Error)"
B16004e41	AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other languages: Population 5 years and over -- (Estimate)
B16004m41	AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other languages: Population 5 years and over -- (Margin of Error)
B16004e42	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other languages: Speak English ""very well"": Population 5 years and over -- (Estimate)"
B16004m42	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other languages: Speak English ""very well"": Population 5 years and over -- (Margin of Error)"
B16004e43	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other languages: Speak English ""well"": Population 5 years and over -- (Estimate)"
B16004m43	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other languages: Speak English ""well"": Population 5 years and over -- (Margin of Error)"
B16004e44	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other languages: Speak English ""not well"": Population 5 years and over -- (Estimate)"
B16004m44	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other languages: Speak English ""not well"": Population 5 years and over -- (Margin of Error)"
B16004e45	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other languages: Speak English ""not at all"": Population 5 years and over -- (Estimate)"
B16004m45	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other languages: Speak English ""not at all"": Population 5 years and over -- (Margin of Error)"
B16004e46	AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Population 5 years and over -- (Estimate)
B16004m46	AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Population 5 years and over -- (Margin of Error)
B16004e47	AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak only English: Population 5 years and over -- (Estimate)
B16004m47	AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak only English: Population 5 years and over -- (Margin of Error)
B16004e48	AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Spanish: Population 5 years and over -- (Estimate)
B16004m48	AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Spanish: Population 5 years and over -- (Margin of Error)
B16004e49	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Spanish: Speak English ""very well"": Population 5 years and over -- (Estimate)"
B16004m49	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Spanish: Speak English ""very well"": Population 5 years and over -- (Margin of Error)"
B16004e50	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Spanish: Speak English ""well"": Population 5 years and over -- (Estimate)"
B16004m50	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Spanish: Speak English ""well"": Population 5 years and over -- (Margin of Error)"
B16004e51	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Spanish: Speak English ""not well"": Population 5 years and over -- (Estimate)"
B16004m51	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Spanish: Speak English ""not well"": Population 5 years and over -- (Margin of Error)"
B16004e52	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Spanish: Speak English ""not at all"": Population 5 years and over -- (Estimate)"
B16004m52	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Spanish: Speak English ""not at all"": Population 5 years and over -- (Margin of Error)"
B16004e53	AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other Indo-European languages: Population 5 years and over -- (Estimate)
B16004m53	AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other Indo-European languages: Population 5 years and over -- (Margin of Error)
B16004e54	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other Indo-European languages: Speak English ""very well"": Population 5 years and over -- (Estimate)"
B16004m54	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other Indo-European languages: Speak English ""very well"": Population 5 years and over -- (Margin of Error)"
B16004e55	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other Indo-European languages: Speak English ""well"": Population 5 years and over -- (Estimate)"
B16004m55	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other Indo-European languages: Speak English ""well"": Population 5 years and over -- (Margin of Error)"
B16004e56	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other Indo-European languages: Speak English ""not well"": Population 5 years and over -- (Estimate)"
B16004m56	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other Indo-European languages: Speak English ""not well"": Population 5 years and over -- (Margin of Error)"
B16004e57	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other Indo-European languages: Speak English ""not at all"": Population 5 years and over -- (Estimate)"
B16004m57	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other Indo-European languages: Speak English ""not at all"": Population 5 years and over -- (Margin of Error)"
B16004e58	AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Asian and Pacific Island languages: Population 5 years and over -- (Estimate)
B16004m58	AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Asian and Pacific Island languages: Population 5 years and over -- (Margin of Error)
B16004e59	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Asian and Pacific Island languages: Speak English ""very well"": Population 5 years and over -- (Estimate)"
B16004m59	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Asian and Pacific Island languages: Speak English ""very well"": Population 5 years and over -- (Margin of Error)"
B16004e60	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Asian and Pacific Island languages: Speak English ""well"": Population 5 years and over -- (Estimate)"
B16004m60	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Asian and Pacific Island languages: Speak English ""well"": Population 5 years and over -- (Margin of Error)"
B16004e61	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Asian and Pacific Island languages: Speak English ""not well"": Population 5 years and over -- (Estimate)"
B16004m61	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Asian and Pacific Island languages: Speak English ""not well"": Population 5 years and over -- (Margin of Error)"
B16004e62	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Asian and Pacific Island languages: Speak English ""not at all"": Population 5 years and over -- (Estimate)"
B16004m62	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak Asian and Pacific Island languages: Speak English ""not at all"": Population 5 years and over -- (Margin of Error)"
B16004e63	AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other languages: Population 5 years and over -- (Estimate)
B16004m63	AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other languages: Population 5 years and over -- (Margin of Error)
B16004e64	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other languages: Speak English ""very well"": Population 5 years and over -- (Estimate)"
B16004m64	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other languages: Speak English ""very well"": Population 5 years and over -- (Margin of Error)"
B16004e65	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other languages: Speak English ""well"": Population 5 years and over -- (Estimate)"
B16004m65	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other languages: Speak English ""well"": Population 5 years and over -- (Margin of Error)"
B16004e66	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other languages: Speak English ""not well"": Population 5 years and over -- (Estimate)"
B16004m66	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other languages: Speak English ""not well"": Population 5 years and over -- (Margin of Error)"
B16004e67	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other languages: Speak English ""not at all"": Population 5 years and over -- (Estimate)"
B16004m67	"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 65 years and over: Speak other languages: Speak English ""not at all"": Population 5 years and over -- (Margin of Error)"
C17002e1	RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: Total: Population for whom poverty status is determined -- (Estimate)
C17002m1	RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: Total: Population for whom poverty status is determined -- (Margin of Error)
C17002e2	RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: Under .50: Population for whom poverty status is determined -- (Estimate)
C17002m2	RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: Under .50: Population for whom poverty status is determined -- (Margin of Error)
